Order_ID,Ship_Mode,Ship_Date,Ship_id
49763,DELIVERY TRUCK,2011-02-13,1388
49927,REGULAR AIR,2012-07-20,1389
49927,REGULAR AIR,2012-07-22,1390
49927,REGULAR AIR,2012-07-21,1391
50048,REGULAR AIR,2010-01-20,1392
50499,DELIVERY TRUCK,2011-10-13,1393
51041,REGULAR AIR,2010-07-30,1394
51328,REGULAR AIR,2010-10-31,1395
51333,DELIVERY TRUCK,2012-10-06,1396
51333,REGULAR AIR,2012-10-06,1397
51365,REGULAR AIR,2012-08-09,1398
51365,DELIVERY TRUCK,2012-08-08,1399
51777,REGULAR AIR,2011-02-20,1400
51777,REGULAR AIR,2011-02-21,1401
51814,REGULAR AIR,2010-09-26,1402
51975,REGULAR AIR,2009-12-22,1403
52225,REGULAR AIR,2012-04-13,1404
52487,REGULAR AIR,2009-06-02,1405
52868,REGULAR AIR,2011-02-18,1406
53221,REGULAR AIR,2012-02-27,1407
53600,EXPRESS AIR,2012-07-11,1408
53667,REGULAR AIR,2012-05-19,1409
53891,REGULAR AIR,2009-01-22,1410
53955,DELIVERY TRUCK,2011-03-06,1411
54150,EXPRESS AIR,2011-06-22,1412
55429,REGULAR AIR,2009-07-01,1413
55462,REGULAR AIR,2012-03-29,1414
55462,REGULAR AIR,2012-03-28,1415
55749,REGULAR AIR,2012-05-04,1416
55873,DELIVERY TRUCK,2011-11-26,1417
56135,DELIVERY TRUCK,2010-11-15,1418
56135,REGULAR AIR,2010-11-14,1419
56708,DELIVERY TRUCK,2012-12-02,1420
56708,REGULAR AIR,2012-12-05,1421
57986,REGULAR AIR,2010-10-29,1422
58310,REGULAR AIR,2009-02-24,1423
58725,REGULAR AIR,2010-05-21,1424
902,REGULAR AIR,2009-07-29,1425
2147,EXPRESS AIR,2012-09-07,1426
2306,REGULAR AIR,2011-07-27,1427
2823,REGULAR AIR,2011-09-09,1428
2823,DELIVERY TRUCK,2011-09-09,1429
3110,DELIVERY TRUCK,2009-12-18,1430
3463,REGULAR AIR,2010-08-18,1431
4034,REGULAR AIR,2010-11-14,1432
4034,DELIVERY TRUCK,2010-11-14,1433
4037,REGULAR AIR,2010-03-24,1434
5538,REGULAR AIR,2010-12-26,1435
5538,DELIVERY TRUCK,2010-12-25,1436
5538,REGULAR AIR,2010-12-27,1437
5863,REGULAR AIR,2010-11-22,1438
7175,DELIVERY TRUCK,2010-02-09,1439
7364,REGULAR AIR,2009-05-10,1440
7878,DELIVERY TRUCK,2011-05-06,1441
7878,REGULAR AIR,2011-05-03,1442
7878,REGULAR AIR,2011-05-08,1443
8551,REGULAR AIR,2009-08-01,1444
8551,REGULAR AIR,2009-07-31,1445
8834,REGULAR AIR,2010-11-09,1446
9155,REGULAR AIR,2012-08-31,1447
9668,REGULAR AIR,2009-09-08,1448
10242,REGULAR AIR,2010-12-13,1449
12292,REGULAR AIR,2012-06-02,1450
14503,EXPRESS AIR,2011-02-06,1451
15109,REGULAR AIR,2010-12-17,1452
15109,REGULAR AIR,2010-12-16,1453
15109,REGULAR AIR,2010-12-15,1454
15142,REGULAR AIR,2012-04-06,1455
15332,REGULAR AIR,2010-06-01,1456
15872,DELIVERY TRUCK,2012-10-30,1457
15872,REGULAR AIR,2012-11-01,1458
15872,REGULAR AIR,2012-10-31,1459
16032,REGULAR AIR,2009-12-12,1460
16165,EXPRESS AIR,2010-07-24,1461
16165,EXPRESS AIR,2010-07-23,1462
16165,EXPRESS AIR,2010-07-22,1463
17632,REGULAR AIR,2010-02-22,1464
19492,REGULAR AIR,2010-12-14,1465
19492,REGULAR AIR,2010-12-13,1466
20102,REGULAR AIR,2011-06-06,1467
21863,REGULAR AIR,2010-11-22,1468
21894,REGULAR AIR,2011-12-20,1469
22022,DELIVERY TRUCK,2010-04-04,1470
22663,DELIVERY TRUCK,2012-01-11,1471
22663,DELIVERY TRUCK,2012-01-16,1472
23713,REGULAR AIR,2012-12-01,1473
24358,REGULAR AIR,2009-05-16,1474
24386,REGULAR AIR,2012-06-28,1475
24386,EXPRESS AIR,2012-06-27,1476
24899,REGULAR AIR,2011-08-22,1477
25473,DELIVERY TRUCK,2012-10-16,1478
25473,REGULAR AIR,2012-10-17,1479
25638,REGULAR AIR,2009-08-07,1480
26016,REGULAR AIR,2009-10-09,1481
26016,EXPRESS AIR,2009-10-09,1482
26182,DELIVERY TRUCK,2010-01-16,1483
26691,REGULAR AIR,2012-08-04,1484
27015,REGULAR AIR,2011-12-31,1485
27840,DELIVERY TRUCK,2009-07-04,1486
28130,EXPRESS AIR,2009-08-03,1487
28130,EXPRESS AIR,2009-07-30,1488
28290,EXPRESS AIR,2009-01-14,1489
28290,EXPRESS AIR,2009-01-12,1490
29927,REGULAR AIR,2012-11-08,1491
29953,REGULAR AIR,2011-02-10,1492
31238,EXPRESS AIR,2010-08-24,1493
32067,REGULAR AIR,2012-03-13,1494
32198,REGULAR AIR,2011-11-09,1495
32231,REGULAR AIR,2012-11-05,1496
32452,REGULAR AIR,2011-07-19,1497
32998,DELIVERY TRUCK,2010-09-30,1498
33091,REGULAR AIR,2011-01-27,1499
33250,REGULAR AIR,2009-06-27,1500
33378,REGULAR AIR,2012-04-28,1501
33889,DELIVERY TRUCK,2010-11-11,1502
33889,REGULAR AIR,2010-11-13,1503
33889,REGULAR AIR,2010-11-10,1504
33889,REGULAR AIR,2010-11-08,1505
34567,DELIVERY TRUCK,2009-04-30,1506
36163,REGULAR AIR,2012-11-05,1507
36449,REGULAR AIR,2010-09-05,1508
36675,REGULAR AIR,2011-07-06,1509
37862,REGULAR AIR,2009-01-15,1510
38240,REGULAR AIR,2009-12-19,1511
38693,REGULAR AIR,2011-06-21,1512
38917,REGULAR AIR,2010-11-28,1513
39015,DELIVERY TRUCK,2009-12-06,1514
39015,REGULAR AIR,2009-12-06,1515
39265,REGULAR AIR,2010-05-08,1516
40962,REGULAR AIR,2011-02-21,1517
41059,EXPRESS AIR,2010-09-14,1518
41059,REGULAR AIR,2010-09-15,1519
41059,EXPRESS AIR,2010-09-16,1520
41059,DELIVERY TRUCK,2010-09-15,1521
41664,REGULAR AIR,2011-12-04,1522
41664,REGULAR AIR,2011-12-06,1523
42596,REGULAR AIR,2012-08-16,1524
43424,EXPRESS AIR,2011-08-20,1525
43808,REGULAR AIR,2011-01-13,1526
45218,REGULAR AIR,2009-05-12,1527
46050,REGULAR AIR,2010-01-07,1528
46117,DELIVERY TRUCK,2011-05-26,1529
46243,EXPRESS AIR,2012-01-26,1530
46243,REGULAR AIR,2012-01-29,1531
46243,REGULAR AIR,2012-01-31,1532
46310,REGULAR AIR,2010-07-22,1533
46310,REGULAR AIR,2010-07-21,1534
46503,REGULAR AIR,2011-11-09,1535
46726,REGULAR AIR,2012-07-05,1536
46726,REGULAR AIR,2012-07-07,1537
47042,REGULAR AIR,2012-03-03,1538
47174,REGULAR AIR,2011-09-16,1539
48034,REGULAR AIR,2009-07-15,1540
48034,DELIVERY TRUCK,2009-07-14,1541
48164,REGULAR AIR,2011-10-31,1542
49189,REGULAR AIR,2011-01-18,1543
49986,REGULAR AIR,2010-10-16,1544
50336,REGULAR AIR,2009-11-05,1545
50373,REGULAR AIR,2009-07-03,1546
50564,REGULAR AIR,2012-03-04,1547
50949,EXPRESS AIR,2011-02-05,1548
50949,REGULAR AIR,2011-02-06,1549
51361,EXPRESS AIR,2011-03-20,1550
51361,DELIVERY TRUCK,2011-03-22,1551
51780,EXPRESS AIR,2010-07-31,1552
51940,REGULAR AIR,2012-10-18,1553
52071,REGULAR AIR,2011-11-29,1554
53152,REGULAR AIR,2009-03-07,1555
53152,REGULAR AIR,2009-03-08,1556
54177,REGULAR AIR,2012-01-25,1557
54177,REGULAR AIR,2012-01-27,1558
55107,REGULAR AIR,2010-05-13,1559
55461,REGULAR AIR,2009-09-29,1560
55526,REGULAR AIR,2012-07-03,1561
55969,REGULAR AIR,2010-10-07,1562
57153,REGULAR AIR,2009-05-28,1563
57153,REGULAR AIR,2009-05-27,1564
57538,REGULAR AIR,2010-02-22,1565
58656,REGULAR AIR,2010-12-06,1566
58789,REGULAR AIR,2010-08-09,1567
58789,REGULAR AIR,2010-08-10,1568
59200,REGULAR AIR,2011-12-09,1569
59200,REGULAR AIR,2011-12-11,1570
59459,REGULAR AIR,2009-02-05,1571
59878,REGULAR AIR,2012-05-29,1572
59909,DELIVERY TRUCK,2012-08-07,1573
59909,EXPRESS AIR,2012-08-12,1574
1218,REGULAR AIR,2009-06-22,1575
1600,REGULAR AIR,2010-03-04,1576
1600,REGULAR AIR,2010-03-03,1577
2373,REGULAR AIR,2009-03-12,1578
2626,REGULAR AIR,2011-09-09,1579
3109,REGULAR AIR,2010-07-30,1580
3777,EXPRESS AIR,2009-04-08,1581
3973,REGULAR AIR,2012-03-25,1582
4932,REGULAR AIR,2010-08-11,1583
7239,REGULAR AIR,2011-07-01,1584
9088,REGULAR AIR,2009-06-24,1585
11428,REGULAR AIR,2012-01-21,1586
12452,REGULAR AIR,2010-12-08,1587
12452,REGULAR AIR,2010-12-09,1588
13345,REGULAR AIR,2012-09-03,1589
13345,REGULAR AIR,2012-09-02,1590
13410,REGULAR AIR,2010-06-08,1591
13410,REGULAR AIR,2010-06-07,1592
15808,REGULAR AIR,2010-12-14,1593
15808,EXPRESS AIR,2010-12-14,1594
15808,REGULAR AIR,2010-12-16,1595
15808,REGULAR AIR,2010-12-15,1596
16326,REGULAR AIR,2010-05-12,1597
16326,REGULAR AIR,2010-05-10,1598
17985,DELIVERY TRUCK,2011-04-13,1599
17985,REGULAR AIR,2011-04-14,1600
20480,DELIVERY TRUCK,2009-01-31,1601
21091,EXPRESS AIR,2009-12-14,1602
26759,REGULAR AIR,2012-01-27,1603
26853,REGULAR AIR,2012-06-16,1604
26918,REGULAR AIR,2009-04-15,1605
27456,DELIVERY TRUCK,2009-04-11,1606
28420,EXPRESS AIR,2009-09-24,1607
29318,EXPRESS AIR,2011-07-01,1608
29318,REGULAR AIR,2011-07-01,1609
30016,REGULAR AIR,2009-01-05,1610
30016,REGULAR AIR,2009-01-06,1611
33255,EXPRESS AIR,2010-06-25,1612
35104,REGULAR AIR,2012-04-25,1613
35104,REGULAR AIR,2012-04-24,1614
35142,REGULAR AIR,2010-04-24,1615
35584,EXPRESS AIR,2011-05-03,1616
35908,REGULAR AIR,2010-12-14,1617
35908,EXPRESS AIR,2010-12-13,1618
36706,REGULAR AIR,2009-04-13,1619
37121,DELIVERY TRUCK,2011-03-16,1620
38528,REGULAR AIR,2011-12-21,1621
38853,REGULAR AIR,2012-03-27,1622
39590,EXPRESS AIR,2011-05-21,1623
40707,REGULAR AIR,2009-06-13,1624
40961,REGULAR AIR,2011-03-31,1625
41026,DELIVERY TRUCK,2011-04-20,1626
41026,EXPRESS AIR,2011-04-19,1627
41543,DELIVERY TRUCK,2009-02-10,1628
41543,REGULAR AIR,2009-02-10,1629
41606,DELIVERY TRUCK,2009-06-24,1630
41606,REGULAR AIR,2009-06-24,1631
41926,REGULAR AIR,2011-02-06,1632
41926,REGULAR AIR,2011-02-05,1633
50533,EXPRESS AIR,2011-06-02,1634
50533,DELIVERY TRUCK,2011-06-01,1635
51747,REGULAR AIR,2012-07-06,1636
53314,REGULAR AIR,2010-09-19,1637
53314,DELIVERY TRUCK,2010-09-21,1638
54791,DELIVERY TRUCK,2012-12-22,1639
54912,REGULAR AIR,2011-07-28,1640
55269,REGULAR AIR,2010-03-08,1641
56101,REGULAR AIR,2010-07-21,1642
56101,REGULAR AIR,2010-07-22,1643
56582,DELIVERY TRUCK,2009-06-12,1644
56677,REGULAR AIR,2009-04-12,1645
59683,REGULAR AIR,2012-10-14,1646
837,REGULAR AIR,2009-06-16,1647
1059,REGULAR AIR,2009-02-28,1648
1059,REGULAR AIR,2009-02-27,1649
1826,REGULAR AIR,2012-04-16,1650
2020,REGULAR AIR,2010-06-22,1651
10340,REGULAR AIR,2011-06-23,1652
10340,REGULAR AIR,2011-06-25,1653
11044,REGULAR AIR,2012-06-25,1654
13313,REGULAR AIR,2009-07-18,1655
13313,REGULAR AIR,2009-07-19,1656
15718,REGULAR AIR,2009-01-28,1657
17506,DELIVERY TRUCK,2010-03-04,1658
20003,REGULAR AIR,2012-01-31,1659
20805,REGULAR AIR,2011-01-13,1660
20805,REGULAR AIR,2011-01-12,1661
20805,REGULAR AIR,2011-01-11,1662
23524,EXPRESS AIR,2009-04-30,1663
23524,REGULAR AIR,2009-04-30,1664
29860,REGULAR AIR,2009-09-16,1665
30787,REGULAR AIR,2011-09-28,1666
37440,REGULAR AIR,2010-06-25,1667
39872,REGULAR AIR,2010-02-23,1668
39943,REGULAR AIR,2012-06-08,1669
39943,REGULAR AIR,2012-06-09,1670
42405,REGULAR AIR,2010-01-23,1671
47171,REGULAR AIR,2010-01-08,1672
47171,DELIVERY TRUCK,2010-01-07,1673
48576,REGULAR AIR,2012-12-02,1674
48576,REGULAR AIR,2012-12-03,1675
53984,REGULAR AIR,2012-12-11,1676
129,REGULAR AIR,2012-11-27,1677
388,REGULAR AIR,2012-12-18,1678
1345,DELIVERY TRUCK,2012-10-31,1679
1793,REGULAR AIR,2012-07-11,1680
2209,DELIVERY TRUCK,2012-07-11,1681
2209,REGULAR AIR,2012-07-10,1682
2209,REGULAR AIR,2012-07-09,1683
2947,REGULAR AIR,2011-04-27,1684
3271,DELIVERY TRUCK,2011-12-31,1685
3271,EXPRESS AIR,2012-01-01,1686
4321,EXPRESS AIR,2009-07-19,1687
4545,REGULAR AIR,2010-01-18,1688
4545,REGULAR AIR,2010-01-17,1689
5572,REGULAR AIR,2009-07-18,1690
5703,REGULAR AIR,2010-05-16,1691
5920,REGULAR AIR,2009-11-19,1692
6311,REGULAR AIR,2010-02-13,1693
8231,REGULAR AIR,2012-10-20,1694
8231,REGULAR AIR,2012-10-19,1695
8709,REGULAR AIR,2009-03-10,1696
8709,DELIVERY TRUCK,2009-03-11,1697
9765,REGULAR AIR,2012-10-19,1698
10147,REGULAR AIR,2010-10-10,1699
11876,REGULAR AIR,2011-07-06,1700
12224,DELIVERY TRUCK,2009-12-14,1701
12224,REGULAR AIR,2009-12-12,1702
12256,REGULAR AIR,2012-12-20,1703
12261,DELIVERY TRUCK,2010-10-28,1704
12261,EXPRESS AIR,2010-10-27,1705
12261,REGULAR AIR,2010-10-28,1706
12261,REGULAR AIR,2010-10-30,1707
13408,REGULAR AIR,2009-02-16,1708
13444,REGULAR AIR,2012-01-08,1709
13601,REGULAR AIR,2012-08-20,1710
13894,REGULAR AIR,2012-04-11,1711
16480,EXPRESS AIR,2009-12-08,1712
17858,REGULAR AIR,2010-09-27,1713
17858,REGULAR AIR,2010-09-26,1714
17858,EXPRESS AIR,2010-09-26,1715
18561,REGULAR AIR,2009-01-10,1716
19777,REGULAR AIR,2012-10-19,1717
19777,REGULAR AIR,2012-10-21,1718
21601,REGULAR AIR,2011-04-06,1719
21670,REGULAR AIR,2011-01-12,1720
23489,EXPRESS AIR,2012-08-28,1721
24486,REGULAR AIR,2011-04-23,1722
24869,REGULAR AIR,2009-06-11,1723
25697,REGULAR AIR,2011-04-26,1724
27490,REGULAR AIR,2012-03-16,1725
27844,REGULAR AIR,2011-07-01,1726
28451,REGULAR AIR,2009-01-07,1727
28451,REGULAR AIR,2009-01-06,1728
28451,DELIVERY TRUCK,2009-01-07,1729
28482,REGULAR AIR,2010-03-10,1730
28482,REGULAR AIR,2010-03-08,1731
28642,REGULAR AIR,2011-01-20,1732
29380,REGULAR AIR,2009-04-28,1733
32036,REGULAR AIR,2011-10-07,1734
32036,REGULAR AIR,2011-10-06,1735
32295,REGULAR AIR,2009-01-08,1736
33505,REGULAR AIR,2010-09-29,1737
33505,EXPRESS AIR,2010-09-25,1738
34086,REGULAR AIR,2012-05-01,1739
34209,REGULAR AIR,2010-08-26,1740
36807,REGULAR AIR,2009-03-17,1741
37318,REGULAR AIR,2010-04-17,1742
38496,REGULAR AIR,2010-02-22,1743
41702,REGULAR AIR,2010-12-23,1744
41702,REGULAR AIR,2010-12-24,1745
44706,DELIVERY TRUCK,2010-04-01,1746
44706,REGULAR AIR,2010-04-04,1747
45347,DELIVERY TRUCK,2010-09-30,1748
45347,EXPRESS AIR,2010-10-01,1749
46627,REGULAR AIR,2009-06-12,1750
47168,DELIVERY TRUCK,2009-06-22,1751
47168,REGULAR AIR,2009-06-22,1752
50051,REGULAR AIR,2009-10-06,1753
50433,DELIVERY TRUCK,2012-01-21,1754
50721,REGULAR AIR,2012-02-29,1755
50758,EXPRESS AIR,2012-07-14,1756
50883,DELIVERY TRUCK,2012-06-01,1757
51524,REGULAR AIR,2010-03-15,1758
51524,EXPRESS AIR,2010-03-16,1759
52322,REGULAR AIR,2010-02-09,1760
52932,REGULAR AIR,2012-05-17,1761
52995,REGULAR AIR,2012-03-15,1762
53024,REGULAR AIR,2012-05-13,1763
54145,REGULAR AIR,2010-01-02,1764
55840,REGULAR AIR,2009-08-17,1765
56930,REGULAR AIR,2012-08-17,1766
57570,DELIVERY TRUCK,2012-09-30,1767
58051,REGULAR AIR,2012-03-22,1768
59392,REGULAR AIR,2010-06-27,1769
59392,REGULAR AIR,2010-06-28,1770
3136,REGULAR AIR,2009-08-11,1771
3648,REGULAR AIR,2010-06-18,1772
3648,REGULAR AIR,2010-06-23,1773
6246,REGULAR AIR,2009-10-23,1774
9028,DELIVERY TRUCK,2010-12-25,1775
9478,REGULAR AIR,2009-03-29,1776
9478,REGULAR AIR,2009-03-30,1777
12323,REGULAR AIR,2011-04-03,1778
12323,REGULAR AIR,2011-04-04,1779
13830,REGULAR AIR,2009-12-24,1780
14791,REGULAR AIR,2010-02-15,1781
18085,DELIVERY TRUCK,2011-09-27,1782
18085,REGULAR AIR,2011-09-26,1783
20674,DELIVERY TRUCK,2010-12-09,1784
24903,REGULAR AIR,2010-10-26,1785
25735,REGULAR AIR,2011-01-13,1786
29762,DELIVERY TRUCK,2010-08-04,1787
29856,REGULAR AIR,2012-06-11,1788
32580,REGULAR AIR,2011-09-15,1789
32580,REGULAR AIR,2011-09-17,1790
34017,EXPRESS AIR,2009-03-23,1791
34017,REGULAR AIR,2009-03-25,1792
42597,REGULAR AIR,2010-03-27,1793
46884,REGULAR AIR,2009-01-18,1794
52325,REGULAR AIR,2012-07-14,1795
53382,REGULAR AIR,2009-12-28,1796
53382,DELIVERY TRUCK,2009-12-28,1797
53728,REGULAR AIR,2011-10-23,1798
65,REGULAR AIR,2011-03-18,1799
230,REGULAR AIR,2010-10-28,1800
355,REGULAR AIR,2009-06-18,1801
449,REGULAR AIR,2011-07-21,1802
640,DELIVERY TRUCK,2010-01-23,1803
640,REGULAR AIR,2010-01-23,1804
646,REGULAR AIR,2009-11-22,1805
835,REGULAR AIR,2011-10-08,1806
896,REGULAR AIR,2010-03-08,1807
994,REGULAR AIR,2009-04-23,1808
1057,REGULAR AIR,2012-02-21,1809
1538,REGULAR AIR,2011-06-18,1810
1701,REGULAR AIR,2012-05-20,1811
1891,REGULAR AIR,2009-12-16,1812
2022,REGULAR AIR,2012-03-15,1813
2181,REGULAR AIR,2011-09-12,1814
2181,EXPRESS AIR,2011-09-14,1815
2628,REGULAR AIR,2010-10-26,1816
2628,DELIVERY TRUCK,2010-10-30,1817
2691,DELIVERY TRUCK,2012-05-08,1818
2912,DELIVERY TRUCK,2012-03-13,1819
2912,EXPRESS AIR,2012-03-18,1820
3235,EXPRESS AIR,2011-11-16,1821
3266,REGULAR AIR,2011-03-20,1822
3363,REGULAR AIR,2011-09-22,1823
3585,REGULAR AIR,2009-11-22,1824
3585,REGULAR AIR,2009-11-23,1825
3745,EXPRESS AIR,2010-09-30,1826
4128,REGULAR AIR,2011-10-08,1827
4354,REGULAR AIR,2009-09-30,1828
4550,DELIVERY TRUCK,2009-12-30,1829
4743,REGULAR AIR,2010-04-03,1830
4743,REGULAR AIR,2010-04-06,1831
5251,EXPRESS AIR,2011-04-13,1832
5283,REGULAR AIR,2009-06-05,1833
5381,REGULAR AIR,2010-02-04,1834
5444,REGULAR AIR,2011-03-19,1835
5601,REGULAR AIR,2012-01-06,1836
5760,DELIVERY TRUCK,2009-05-25,1837
6438,REGULAR AIR,2010-05-16,1838
6438,REGULAR AIR,2010-05-17,1839
6592,REGULAR AIR,2009-12-08,1840
6592,EXPRESS AIR,2009-12-03,1841
6755,REGULAR AIR,2011-05-03,1842
6918,REGULAR AIR,2011-07-03,1843
7841,REGULAR AIR,2012-05-22,1844
8103,REGULAR AIR,2009-11-06,1845
8258,REGULAR AIR,2009-03-02,1846
8454,REGULAR AIR,2012-08-18,1847
8710,REGULAR AIR,2009-01-05,1848
8710,EXPRESS AIR,2009-01-06,1849
8835,REGULAR AIR,2009-10-14,1850
8960,EXPRESS AIR,2010-06-07,1851
8960,REGULAR AIR,2010-06-07,1852
9281,EXPRESS AIR,2012-02-25,1853
9281,REGULAR AIR,2012-02-25,1854
9350,DELIVERY TRUCK,2012-11-01,1855
9350,REGULAR AIR,2012-11-02,1856
9665,REGULAR AIR,2009-04-23,1857
9665,DELIVERY TRUCK,2009-04-25,1858
9893,DELIVERY TRUCK,2009-08-19,1859
10183,DELIVERY TRUCK,2009-11-25,1860
10247,REGULAR AIR,2010-01-11,1861
10247,REGULAR AIR,2010-01-12,1862
10371,EXPRESS AIR,2009-09-18,1863
10498,REGULAR AIR,2010-10-30,1864
10624,REGULAR AIR,2009-12-22,1865
11425,REGULAR AIR,2011-06-23,1866
11425,EXPRESS AIR,2011-06-24,1867
11491,REGULAR AIR,2010-08-26,1868
11491,EXPRESS AIR,2010-08-19,1869
11841,REGULAR AIR,2010-04-22,1870
11841,REGULAR AIR,2010-04-20,1871
11878,REGULAR AIR,2010-02-25,1872
12130,REGULAR AIR,2011-12-12,1873
12160,DELIVERY TRUCK,2010-12-17,1874
12160,REGULAR AIR,2010-12-16,1875
12160,REGULAR AIR,2010-12-17,1876
12258,DELIVERY TRUCK,2009-11-30,1877
12258,REGULAR AIR,2009-12-05,1878
12258,REGULAR AIR,2009-12-04,1879
12258,EXPRESS AIR,2009-12-07,1880
12263,REGULAR AIR,2011-07-06,1881
12551,REGULAR AIR,2012-06-18,1882
12736,REGULAR AIR,2010-03-15,1883
12768,EXPRESS AIR,2009-04-10,1884
12837,REGULAR AIR,2012-12-03,1885
12897,REGULAR AIR,2011-07-19,1886
12897,EXPRESS AIR,2011-07-19,1887
13030,EXPRESS AIR,2009-07-24,1888
13091,REGULAR AIR,2009-11-16,1889
13383,REGULAR AIR,2012-06-17,1890
13440,REGULAR AIR,2010-10-15,1891
13479,REGULAR AIR,2009-12-06,1892
13479,REGULAR AIR,2009-12-05,1893
13633,DELIVERY TRUCK,2012-04-04,1894
13633,REGULAR AIR,2012-04-04,1895
13735,REGULAR AIR,2009-05-23,1896
13861,REGULAR AIR,2010-08-11,1897
13892,REGULAR AIR,2012-04-28,1898
14023,REGULAR AIR,2010-02-22,1899
14023,REGULAR AIR,2010-02-21,1900
14115,REGULAR AIR,2009-08-16,1901
14147,REGULAR AIR,2010-03-10,1902
14147,REGULAR AIR,2010-03-08,1903
14147,REGULAR AIR,2010-03-09,1904
14211,REGULAR AIR,2009-02-15,1905
14211,REGULAR AIR,2009-02-14,1906
14368,REGULAR AIR,2011-09-11,1907
14368,REGULAR AIR,2011-09-12,1908
14596,REGULAR AIR,2009-01-12,1909
14596,REGULAR AIR,2009-01-11,1910
14693,REGULAR AIR,2011-01-11,1911
14693,DELIVERY TRUCK,2011-01-11,1912
14695,DELIVERY TRUCK,2012-09-06,1913
14823,REGULAR AIR,2009-02-21,1914
14823,REGULAR AIR,2009-02-12,1915
15014,DELIVERY TRUCK,2010-02-13,1916
15972,REGULAR AIR,2011-08-09,1917
15972,REGULAR AIR,2011-08-10,1918
16065,DELIVERY TRUCK,2010-07-20,1919
16065,REGULAR AIR,2010-07-21,1920
16096,EXPRESS AIR,2011-01-20,1921
16160,REGULAR AIR,2011-07-24,1922
16196,REGULAR AIR,2009-10-22,1923
16196,REGULAR AIR,2009-10-21,1924
16291,REGULAR AIR,2011-04-09,1925
16519,REGULAR AIR,2011-06-12,1926
16548,REGULAR AIR,2012-02-07,1927
16613,REGULAR AIR,2010-12-26,1928
16771,REGULAR AIR,2009-09-30,1929
16804,REGULAR AIR,2012-03-12,1930
16804,EXPRESS AIR,2012-03-11,1931
17024,REGULAR AIR,2009-10-15,1932
17061,REGULAR AIR,2012-11-01,1933
17152,REGULAR AIR,2012-03-13,1934
17187,DELIVERY TRUCK,2012-09-25,1935
17252,REGULAR AIR,2011-04-30,1936
17252,DELIVERY TRUCK,2011-05-01,1937
17312,REGULAR AIR,2011-05-21,1938
17377,REGULAR AIR,2011-10-30,1939
17634,DELIVERY TRUCK,2012-07-21,1940
17668,REGULAR AIR,2009-11-27,1941
17668,REGULAR AIR,2009-11-26,1942
17668,EXPRESS AIR,2009-11-26,1943
17735,REGULAR AIR,2012-07-17,1944
17825,REGULAR AIR,2010-01-16,1945
17956,EXPRESS AIR,2010-08-08,1946
17956,REGULAR AIR,2010-08-06,1947
17986,REGULAR AIR,2012-04-07,1948
18112,REGULAR AIR,2012-03-17,1949
18178,REGULAR AIR,2009-11-02,1950
18178,REGULAR AIR,2009-11-09,1951
18182,REGULAR AIR,2011-04-12,1952
18182,REGULAR AIR,2011-04-11,1953
18182,EXPRESS AIR,2011-04-12,1954
18405,EXPRESS AIR,2009-01-09,1955
18405,REGULAR AIR,2009-01-10,1956
18531,DELIVERY TRUCK,2012-10-31,1957
18533,REGULAR AIR,2009-11-07,1958
18533,EXPRESS AIR,2009-11-08,1959
18661,DELIVERY TRUCK,2012-09-12,1960
18661,DELIVERY TRUCK,2012-09-10,1961
18723,REGULAR AIR,2009-08-14,1962
18753,REGULAR AIR,2009-08-02,1963
18753,DELIVERY TRUCK,2009-08-02,1964
19204,REGULAR AIR,2009-09-19,1965
19204,REGULAR AIR,2009-09-20,1966
19394,REGULAR AIR,2012-12-26,1967
19394,REGULAR AIR,2012-12-28,1968
19653,REGULAR AIR,2012-09-11,1969
19687,REGULAR AIR,2010-08-14,1970
19687,REGULAR AIR,2010-08-15,1971
19716,REGULAR AIR,2009-10-06,1972
19782,REGULAR AIR,2012-10-22,1973
20134,REGULAR AIR,2011-03-16,1974
20134,REGULAR AIR,2011-03-19,1975
20259,REGULAR AIR,2011-05-25,1976
20261,EXPRESS AIR,2009-05-20,1977
20261,REGULAR AIR,2009-05-23,1978
20261,EXPRESS AIR,2009-05-21,1979
20453,REGULAR AIR,2011-03-12,1980
20453,EXPRESS AIR,2011-03-12,1981
20614,EXPRESS AIR,2009-05-20,1982
20709,REGULAR AIR,2009-08-11,1983
20709,REGULAR AIR,2009-08-13,1984
21025,REGULAR AIR,2010-09-13,1985
21028,REGULAR AIR,2012-06-09,1986
21125,REGULAR AIR,2011-02-27,1987
21382,REGULAR AIR,2012-01-15,1988
21604,EXPRESS AIR,2012-04-03,1989
21824,EXPRESS AIR,2011-02-14,1990
21893,EXPRESS AIR,2011-10-25,1991
22054,REGULAR AIR,2010-07-31,1992
22181,REGULAR AIR,2011-10-16,1993
22272,REGULAR AIR,2012-05-08,1994
22373,EXPRESS AIR,2012-03-29,1995
22434,REGULAR AIR,2012-08-31,1996
22849,REGULAR AIR,2011-02-15,1997
22849,EXPRESS AIR,2011-02-16,1998
22849,REGULAR AIR,2011-02-16,1999
22881,REGULAR AIR,2010-04-07,2000
22950,REGULAR AIR,2011-12-28,2001
23008,EXPRESS AIR,2009-10-11,2002
23202,REGULAR AIR,2011-08-01,2003
23426,REGULAR AIR,2011-02-18,2004
23426,REGULAR AIR,2011-02-17,2005
23649,REGULAR AIR,2012-09-08,2006
23649,REGULAR AIR,2012-09-06,2007
