Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Product_Base_Margin
2357,2,3237,938,545932,0.03,18,0.52
2357,6,3238,938,308007,0.01,32,0.37
2357,8,3237,938,179342,0.06,37,0.45
2358,3,3239,937,1102014,0.04,1,0.39
2358,3,3239,937,14925,0.08,10,0.39
2359,9,3240,943,11997,0.01,37,0.36
236,15,328,104,83871,0.01,41,0.57
236,3,327,104,61558,0.04,31,0.37
236,5,328,104,12602,0.09,6,0.49
236,7,329,104,6814,0.0,30,0.52
2360,8,3241,944,67039,0.03,25,0.75
2360,8,3241,944,56184,0.01,32,0.48
2360,1,3242,944,54506,0.01,42,0.73
2361,6,3243,944,44158,0.07,15,0.04
2362,5,3244,947,164422,0.05,36,0.44
2363,6,3245,927,4026,0.01,8,0.04
2364,5,3246,939,462967,0.04,45,0.35
2365,4,3247,941,1650411,0.03,28,0.58
2366,15,3249,942,680237,0.08,24,0.06
2366,3,3248,942,24027,0.07,33,0.36
2367,6,3250,945,135753,0.05,39,0.38
2368,5,3251,948,50201,0.04,12,0.65
2369,15,3252,930,731286,0.03,44,0.62
2369,8,3253,930,60516,0.09,39,0.37
237,10,5097,1291,137214,0.06,10,0.69
237,8,330,106,7147,0.06,14,0.64
2370,4,3254,949,1484185,0.02,27,0.57
2370,1,4538,1200,43106,0.02,33,0.57
2370,8,4538,1200,25959,0.06,31,0.49
2370,7,4538,1200,3493,0.04,16,0.52
2370,12,3254,949,121,0.09,33,0.37
2371,11,3255,950,147612,0.03,31,0.67
2372,10,3256,933,176497,0.07,13,0.69
2372,6,3257,933,23834,0.04,50,0.36
2373,14,3259,942,3336785,0.01,9,0.37
2373,15,3258,942,373159,0.0,41,0.66
2373,6,3260,942,129991,0.06,44,0.04
2374,11,3261,946,200905,0.04,43,0.67
2375,3,3262,939,358152,0.07,3,0.35
2375,12,3263,939,9015,0.07,13,0.38
2376,6,3264,934,11325,0.03,16,0.36
2377,15,3265,942,164243,0.02,10,0.77
2378,11,3266,951,6766856,0.02,26,0.63
2379,15,3267,952,65233,0.09,6,0.69
238,4,331,88,5683355,0.02,10,0.58
2380,7,3268,953,1031996,0.01,3,0.38
2381,6,3269,954,15785,0.06,32,0.36
2382,1,3270,927,15819,0.09,17,0.57
2383,9,3271,955,3466,0.06,7,0.38
2384,8,3272,956,375543,0.07,39,0.52
2384,6,3272,956,34793,0.01,32,0.36
2385,16,3273,939,13884,0.0,15,0.59
2386,3,3274,942,7902,0.08,36,0.37
2387,5,3275,932,105374,0.07,33,0.49
2388,12,3276,957,7689,0.03,20,0.37
2389,1,3278,932,50758,0.01,31,0.58
2389,16,3277,932,23077,0.09,29,0.55
239,4,332,45,21573085,0.0,38,0.57
2390,12,3279,943,15072021,0.01,4,0.38
2391,2,3280,958,58046,0.03,12,0.56
2392,6,3281,957,35125,0.01,17,0.38
2393,4,3283,940,2317525,0.03,6,0.56
2393,5,3282,940,28159,0.07,37,0.41
2394,13,3284,933,6436,0.06,37,0.56
2394,3,3284,933,1618,0.06,44,0.38
2395,16,3285,959,45066,0.01,49,0.59
2396,4,5150,1311,46876735,0.06,43,0.57
2396,4,3287,814,1126488,0.08,7,0.06
2396,13,3286,814,21306,0.03,17,0.06
2397,1,3288,944,31046,0.0,31,0.06
2398,3,3290,961,5318,0.09,9,0.39
2399,3,3291,798,60742,0.03,38,0.39
24,8,32,19,107849,0.08,27,0.55
240,11,333,59,46985,0.04,36,0.63
240,3,334,59,34747,0.09,16,0.38
240,15,333,59,1363,0.04,26,0.56
2400,12,3292,934,7606,0.02,24,0.37
2401,11,3294,959,690251,0.04,32,0.73
2401,1,3293,959,3966,0.08,30,0.56
2402,8,3295,942,1807,0.01,31,0.68
2402,12,3296,942,674,0.07,26,0.39
2403,17,3298,928,125389,0.09,5,0.58
2404,8,3299,962,110367,0.04,28,0.54
2405,9,3300,931,106269,0.01,28,0.04
2406,15,3301,963,91235,0.07,3,0.06
2407,15,3302,952,614724,0.05,40,0.62
2408,3,3303,943,7055,0.0,8,0.36
2409,8,3304,964,3494,0.05,20,0.51
241,5,335,109,140422,0.01,23,0.46
2410,6,3306,963,168505,0.01,31,0.36
2410,17,3305,963,93042,0.08,46,0.59
2410,1,3307,963,5748,0.0,3,0.59
2411,11,3308,963,4276096,0.0,24,0.79
2412,15,3309,962,2139044,0.09,46,0.06
2412,1,3310,962,16975,0.09,7,0.84
2413,11,3311,965,79812,0.02,21,0.74
2414,1,3312,940,82582,0.0,36,0.84
2414,8,3312,940,20524,0.01,6,0.79
2415,7,3313,965,6064,0.05,31,0.82
2416,4,3314,942,2482034,0.08,48,0.58
2417,14,3315,932,969584,0.0,16,0.37
2417,13,3315,932,77778,0.01,39,0.44
2417,6,3315,932,24679,0.01,36,0.37
2418,17,3316,959,302997,0.0,3,0.36
2418,6,3317,959,24104,0.05,34,0.37
2419,1,3319,945,1053294,0.06,37,0.08
2419,6,3319,945,19292,0.09,37,0.36
2419,5,3318,945,4417,0.02,5,0.42
242,3,336,82,1752,0.05,3,0.38
2420,5,3320,934,109147,0.04,11,0.67
2420,13,3321,934,11259,0.09,35,0.56
2421,4,3322,928,2105025,0.04,3,0.39
2422,5,3323,966,23063,0.01,50,0.52
2422,7,3324,966,8079,0.01,22,0.39
2423,11,3325,967,109527,0.03,8,0.63
2424,4,3327,919,19856935,0.01,16,0.55
2424,1,3326,919,952212,0.04,34,0.08
2425,14,3329,934,2782034,0.08,48,0.37
2425,2,3328,934,142089,0.06,37,0.56
2425,6,3330,934,4518,0.01,11,0.35
2426,6,3331,934,6567,0.02,9,0.37
2427,6,3332,961,1102023,0.01,1,0.39
2428,3,3333,968,25134,0.01,36,0.38
2428,3,3333,968,20284,0.05,23,0.36
2428,2,3334,968,7839,0.01,5,0.58
2429,9,3335,965,5366,0.09,5,0.35
243,15,337,101,42738,0.06,36,0.74
2430,13,3336,929,6785,0.05,33,0.57
2431,6,3337,961,17635,0.04,36,0.36
2431,3,3337,961,364,0.06,1,0.39
2432,4,3339,933,38834715,0.01,42,0.58
2432,3,3338,933,1533758,0.01,30,0.37
2433,11,3340,969,567959,0.09,38,0.68
2434,6,3341,970,102929,0.06,26,0.36
2435,1,3342,943,18418,0.08,1,0.55
2436,3,3343,934,1269033,0.08,36,0.04
2437,14,3344,929,466728,0.09,7,0.41
2438,1,3345,929,515507,0.06,28,0.71
2439,14,3346,942,1646855,0.08,39,0.38
244,3,338,110,19218,0.02,25,0.39
2440,13,3348,818,33564,0.02,48,0.52
2440,10,3347,818,7073,0.06,10,0.06
2441,8,3349,929,87297,0.01,23,0.07
2441,1,3349,929,54571,0.01,19,0.07
2442,15,3350,963,26117,0.03,7,0.58
2443,2,3351,945,3424,0.0,26,0.05
2444,17,3352,955,45028,0.09,25,0.04
2445,5,3353,794,92981,0.09,50,0.06
2446,4,3356,971,71749435,0.02,41,0.58
2446,13,3354,971,135974,0.01,31,0.58
2446,1,3355,971,52282,0.0,38,0.84
2447,1,3357,928,13624,0.07,13,0.06
2448,1,3358,947,45458,0.07,31,0.57
2449,5,3359,972,55068,0.08,24,0.62
2449,6,3360,972,12096,0.02,18,0.36
245,4,340,55,19114035,0.06,26,0.39
245,4,340,55,308363,0.04,10,0.35
245,13,339,55,48396,0.01,22,0.59
2450,4,3361,929,25696265,0.0,19,0.55
2451,17,3362,942,180665,0.05,34,0.37
2451,8,3362,942,138891,0.01,20,0.79
2452,5,3363,957,41003,0.05,46,0.43
2453,11,3364,973,380127,0.02,17,0.79
2454,4,7598,1795,10298855,0.06,6,0.56
2454,1,7597,1795,53982,0.0,4,0.59
2454,13,3365,966,22615,0.01,31,0.47
2455,15,3366,947,179403,0.05,35,0.56
2456,5,3367,931,10958,0.0,13,0.42
2457,5,3369,794,23628,0.05,50,0.52
2457,5,3368,794,439,0.06,6,0.37
2458,12,3370,957,13679,0.06,33,0.39
2459,5,3371,919,33634,0.05,31,0.52
246,8,341,45,8622,0.01,29,0.75
2460,5,3372,928,361085,0.04,36,0.35
2461,9,3373,941,139675,0.04,46,0.36
2462,3,3374,974,15971,0.01,20,0.04
2463,3,3375,929,18737,0.01,37,0.37
2464,3,3376,961,8461,0.03,43,0.37
2465,5,3377,949,2436,0.08,3,0.47
2466,3,3378,932,44373,0.01,28,0.39
2467,4,3380,942,1265497,0.01,13,0.59
2467,6,3379,942,18844,0.09,6,0.04
2468,4,3381,944,51630105,0.07,48,0.57
2468,9,3381,944,23041,0.06,23,0.37
2469,13,3382,954,1936,0.0,10,0.56
247,1,342,100,12003,0.02,7,0.06
2470,9,3383,968,5383,0.03,31,0.35
2471,13,3386,965,12595,0.0,10,0.55
2471,16,3386,965,9093,0.05,43,0.55
2471,3,3384,965,6143,0.09,9,0.37
2471,5,3385,965,1295,0.02,6,0.53
2472,8,3387,974,86535,0.06,28,0.74
2472,6,3388,974,82307,0.02,22,0.38
2473,5,3390,930,33117,0.07,27,0.55
2473,3,3389,930,6804,0.07,16,0.38
2474,5,3391,975,2613,0.01,3,0.42
2475,13,3392,976,5549,0.05,9,0.51
2476,6,3393,961,13202,0.04,24,0.38
2477,11,3394,939,2059658,0.09,39,0.66
2478,12,3395,931,13998,0.07,33,0.39
2479,8,3396,944,139339,0.08,15,0.46
2479,5,3396,944,60152,0.0,42,0.37
248,3,343,67,1892,0.0,1,0.04
2480,4,3397,933,12479275,0.01,24,0.55
2480,3,3397,933,16961,0.01,29,0.38
2481,6,3398,818,29032021,0.01,2,0.36
2482,4,3399,977,2252262,0.01,42,0.56
2482,5,3400,977,27901,0.05,47,0.55
2483,4,3401,971,25616705,0.08,21,0.06
2484,8,3402,942,20044,0.05,24,0.45
2485,5,3404,944,11517,0.04,4,0.62
2485,5,3403,944,9652,0.01,9,0.57
2486,6,3405,814,22265,0.02,41,0.04
2487,11,3407,794,37327,0.05,2,0.76
2487,7,3406,794,7648,0.09,36,0.52
2488,9,3409,959,88984,0.01,34,0.38
2488,8,3408,959,11323,0.06,24,0.72
2489,4,3411,925,56363075,0.04,41,0.58
2489,4,3410,925,5199535,0.0,9,0.55
2489,6,3410,925,6361,0.01,6,0.39
249,2,344,85,23728,0.03,45,0.06
2490,11,3412,938,766374,0.0,50,0.75
2491,12,3413,938,22458,0.03,35,0.39
2491,12,3414,938,13859,0.01,36,0.38
2491,3,3415,938,9706,0.05,19,0.38
2492,9,3416,939,25874,0.05,23,0.35
2493,8,3417,962,1285888,0.08,43,0.48
2493,5,3418,962,14669,0.0,28,0.41
2494,4,3420,961,4041495,0.07,11,0.57
2494,13,3419,961,4949,0.01,28,0.56
2495,5,3421,959,178268,0.08,17,0.65
2496,3,3422,798,28087,0.01,48,0.36
2497,17,3423,936,536108,0.0,42,0.38
2498,1,3424,925,67003,0.01,10,0.08
2499,13,3425,930,1645,0.01,28,0.38
25,15,33,20,355446,0.07,39,0.57
250,15,346,45,890178,0.04,31,
250,2,345,45,32455,0.08,5,0.58
2500,8,3426,978,176974,0.07,12,0.79
2500,6,3427,978,63807,0.05,42,0.39
2501,4,3429,957,1142485,0.09,38,0.57
2502,4,3430,976,2104991,0.09,20,0.59
2503,7,3431,979,2834,0.09,19,0.37
2504,12,3432,964,34392,0.06,35,0.37
2505,13,3433,946,1071975,0.03,2,0.58
2506,4,3434,955,12504265,0.02,32,0.56
2506,7,5853,1415,1041997,0.04,1,0.38
2506,2,3434,955,243353,0.02,43,0.57
2506,8,3435,955,136803,0.04,26,0.73
2506,6,3435,955,26064,0.08,41,0.37
2506,2,5852,1415,12859,0.07,5,0.05
2507,5,3436,980,387849,0.09,20,0.59
2508,1,3437,974,58004,0.09,36,0.58
2509,11,3438,981,139277,0.0,42,0.65
251,4,347,41,1062959,0.07,15,0.35
2510,4,3439,925,194021,0.09,12,0.59
2510,13,3439,925,171721,0.08,44,0.59
2511,13,3440,933,25013,0.01,40,0.55
2512,5,3441,982,195832,0.0,29,0.63
2513,7,3442,953,8176,0.06,25,0.04
2514,1,3444,799,55877,0.03,37,0.81
2514,5,3443,799,2815,0.09,4,0.43
2515,13,3445,942,2093,0.07,29,0.47
2516,13,3446,979,6145,0.06,34,0.56
2517,11,3447,965,54079,0.01,35,0.69
2518,4,3448,971,8216593,0.01,47,0.06
2518,15,3450,971,20057,0.0,1,0.74
2518,3,3449,971,13036,0.06,10,0.04
2519,1,3452,925,13742,0.04,8,0.58
2519,13,3451,925,80,0.03,13,0.55
252,15,348,111,746886,0.02,35,0.58
2520,13,3453,929,69317,0.07,32,0.57
2520,6,3453,929,1741,0.01,28,0.37
2521,5,3454,1406,210821,0.03,40,0.55
2521,13,3454,978,11551,0.0,40,0.59
2521,12,3454,1406,10379,0.03,40,0.39
2522,6,3455,939,18713,0.02,31,0.36
2523,3,3456,961,3607,0.0,27,0.35
2524,15,3457,968,732378,0.04,31,0.57
2525,1,3458,945,15375,0.04,21,0.08
2526,16,3459,932,25925,0.01,46,0.56
2527,13,3460,941,9913,0.09,35,0.04
2528,1,3461,946,27432,0.01,18,0.81
2529,2,3462,928,17114,0.02,26,0.06
253,4,349,47,710328,0.02,12,0.57
2530,4,3463,798,58346465,0.01,33,0.58
2530,11,3464,798,10162576,0.08,33,0.71
2530,1,3463,798,773109,0.0,43,0.85
2531,12,3465,821,8648,0.01,19,0.36
2532,11,3467,960,560691,0.06,47,0.63
2532,3,3466,960,32795,0.0,28,0.36
2533,4,5885,1401,24411405,0.05,19,0.55
2533,15,3468,983,12988,0.01,1,0.71
2534,12,3469,954,8653,0.05,23,0.37
2535,16,3470,971,26966,0.02,20,0.82
2536,4,3472,979,4053395,0.01,7,0.55
2536,6,3471,979,2834,0.01,4,0.36
2537,3,3473,927,19604,0.04,13,0.38
2537,12,3474,927,14002,0.03,28,0.36
2537,6,3473,927,11319,0.04,11,0.04
2538,8,3475,962,200638,0.0,48,0.44
2539,4,3477,942,14700495,0.01,28,0.57
2539,3,3476,942,113405,0.08,7,0.39
254,3,350,110,351082,0.05,4,0.38
2540,5,3478,965,102088,0.08,47,0.44
2541,8,3479,927,118832,0.01,41,0.48
2542,2,3480,928,12038,0.09,6,0.58
2543,1,3482,927,62121,0.07,22,0.07
2544,3,3483,952,1329,0.08,2,0.35
2545,11,3484,984,242306,0.06,7,0.62
2546,8,3485,946,66764,0.08,25,0.75
2547,16,3486,974,9824,0.04,9,0.57
2548,3,3487,960,1818,0.05,40,0.36
2549,6,3488,948,64858,0.05,35,0.37
2549,6,3489,948,27056,0.09,43,0.37
255,8,351,79,50952,0.05,25,0.78
255,3,351,79,28184,0.06,19,0.39
255,8,351,79,9702,0.06,10,0.41
2550,4,3491,985,1680977,0.05,43,0.56
2550,6,3491,985,7953,0.08,16,0.38
2550,6,3490,985,2332,0.04,31,0.36
2551,10,3492,979,20024,0.0,19,0.06
2552,12,3493,986,24032021,0.02,5,0.36
2552,13,3494,986,32261,0.02,14,0.59
2553,8,3495,952,31072021,0.05,2,0.49
2553,4,3495,952,1439815,0.08,3,0.83
2554,3,3496,987,527,0.03,20,0.37
2555,4,3497,952,1124244,0.03,10,0.58
2556,4,3498,964,415055,0.02,23,0.83
2557,13,3499,961,7362,0.05,40,0.04
2558,9,3500,944,128794,0.06,37,0.04
2558,9,3501,944,58536,0.07,39,0.38
2559,17,3502,988,1102253,0.06,22,0.59
2559,6,3503,988,37737,0.04,25,0.39
2559,1,3504,988,12007,0.06,47,0.66
256,6,352,110,22516,0.02,32,0.37
2560,6,3505,938,7362,0.03,11,0.04
2561,6,3506,988,18689,0.02,35,0.38
2561,3,3506,988,110,0.02,3,0.37
2562,4,3509,954,24383695,0.01,45,0.06
2562,13,3507,954,113232,0.01,34,0.41
2562,11,3508,954,59364,0.02,8,0.56
2563,4,3510,968,2324155,0.05,34,0.06
2564,3,3511,941,711,0.03,8,0.39
2565,3,3512,968,47079,0.04,21,0.38
2565,5,3514,968,5517,0.06,3,0.54
2565,12,3513,968,3656,0.07,6,0.39
2566,13,3515,933,42225,0.06,35,0.58
2567,9,3516,964,35748,0.01,44,0.36
2568,13,3517,944,120615,0.03,45,0.57
2568,1,3518,944,94199,0.01,44,0.78
2569,6,3519,968,13797,0.06,20,0.37
257,5,353,50,20533,0.0,20,0.48
2570,11,3520,968,2527792,0.09,23,0.74
2571,4,3522,989,193205,0.0,10,0.58
2571,10,3521,989,61309,0.03,35,0.66
2572,14,3523,937,1430026,0.01,27,0.36
2572,13,3524,937,6288,0.09,3,0.55
2573,4,3527,931,35947435,0.05,38,0.55
2573,3,3525,931,19761,0.08,13,0.38
2573,7,3526,931,6892,0.04,22,0.39
2574,6,3528,937,23598,0.02,7,0.04
2575,13,3529,990,1569,0.09,4,0.44
2575,12,3529,990,1496,0.02,4,0.38
2576,4,3530,991,11566715,0.01,20,0.59
2577,15,3531,992,543792,0.0,33,0.77
2578,1,3532,992,84004,0.04,47,0.59
2579,3,3533,993,3786,0.08,33,0.04
2579,17,3534,993,385,0.09,2,0.49
258,2,354,89,136814,0.05,17,0.54
2580,5,3535,994,60597,0.07,46,0.54
2581,11,3536,478,1123025,0.07,42,0.66
2582,5,3537,991,53405,0.01,48,0.69
2583,8,3538,995,434586,0.09,29,0.79
2584,4,3539,996,7556075,0.05,26,0.55
2585,11,3540,997,728755,0.04,24,0.76
2586,3,3541,998,13764,0.06,13,0.38
2587,6,3542,998,4031,0.08,6,0.36
2588,2,3543,999,50873,0.08,36,0.43
2589,8,3544,995,73122,0.0,32,0.78
2589,6,3545,995,11414,0.07,23,0.38
259,2,355,49,247583,0.09,42,0.57
2590,2,3546,481,142767,0.04,16,0.56
2590,6,3547,481,49926,0.09,11,0.37
2591,6,3548,1000,34606,0.0,50,0.36
2591,3,3548,1000,7363,0.03,30,0.39
2592,2,3549,1001,92797,0.08,42,0.55
2592,6,3550,1001,5905,0.08,9,0.37
2593,1,3551,1002,15323,0.08,27,0.68
2594,15,3553,1003,108516,0.08,12,0.66
2594,2,3552,1003,32157,0.01,3,0.57
2595,6,3554,478,144161,0.06,38,0.38
2596,5,3555,1001,7577,0.03,3,0.44
2596,12,3555,1001,6429,0.07,16,0.39
2597,11,3556,1004,64021,0.07,4,0.75
2598,11,3557,1001,607711,0.06,43,0.64
2599,6,3559,999,15943,0.05,24,0.37
26,15,35,21,558633,0.09,49,0.64
26,6,36,21,50764,0.01,18,0.04
26,3,34,21,19167,0.0,47,0.37
260,4,356,89,22057585,0.03,40,0.58
2600,16,3560,1006,10664,0.01,30,0.83
2601,1,3561,1007,1787426,0.0,41,0.58
2602,4,3562,1008,2388636,0.01,13,0.56
2603,8,3563,999,14177,0.02,8,0.45
2604,9,3565,993,1081934,0.09,1,0.36
2604,3,3564,993,428655,0.07,26,0.39
2605,6,3566,991,19715,0.0,27,0.37
2606,13,3567,1009,8977,0.03,41,0.38
2607,4,3568,479,7669635,0.05,45,0.81
2608,4,3569,1010,3099015,0.09,3,0.58
2608,6,3569,1010,7636,0.07,11,0.36
2609,2,3570,996,372553,0.0,46,0.54
261,9,357,107,5242,0.04,21,0.35
2610,4,3572,1003,855865,0.04,9,0.57
2610,3,3571,1003,10375,0.01,8,0.35
2611,5,3573,1011,15883,0.0,25,0.55
2612,6,3574,999,19316,0.03,28,0.37
2613,4,3577,1012,29131455,0.09,20,0.59
2613,2,3575,1012,175743,0.02,40,0.59
2613,3,3576,1012,13726,0.03,8,0.37
2614,5,3578,1012,30852,0.01,7,0.73
2614,6,3578,1012,1765,0.01,29,0.37
2615,8,3579,427,22166,0.08,37,0.68
2616,11,3580,1013,617002,0.03,33,0.74
2617,3,3581,1014,122703,0.07,42,0.04
2618,11,3582,990,148344,0.06,1,0.75
2619,9,3584,990,77577,0.07,20,0.04
2619,8,3583,990,4029,0.0,1,0.74
262,9,358,66,655345,0.03,39,0.39
2620,5,3585,1013,34369,0.03,36,0.67
2621,10,3586,1015,118701,0.0,8,0.78
2622,17,3587,1016,236043,0.01,31,0.37
2622,6,3588,1016,1546,0.02,22,0.37
2623,2,3589,1017,18792,0.08,46,0.56
2624,4,3591,1006,4924135,0.07,28,0.58
2624,8,3590,1006,1211,0.0,36,0.79
2625,1,3592,994,489058,0.05,35,0.73
2626,6,3593,1018,15028,0.04,29,0.38
2627,4,3594,1019,4364835,0.01,24,0.58
2628,8,3595,1002,68277,0.05,49,0.49
2629,1,3596,1020,242144,0.09,32,0.83
263,3,360,90,91739,0.02,21,0.36
263,9,359,90,49714,0.05,45,0.35
2630,7,3597,1021,1475,0.03,4,0.04
2631,4,3599,1002,2322812,0.01,44,0.59
2631,13,3598,1002,11148,0.09,31,0.44
2632,1,3600,1010,39123,0.07,24,0.58
2633,6,3601,1022,20701,0.01,33,0.36
2634,6,3604,478,83881,0.09,16,0.37
2635,3,3605,567,9439,0.04,12,0.39
2636,4,3606,999,936802,0.07,39,0.56
2637,15,3607,999,3798,0.02,1,0.57
2637,13,3608,999,1077,0.06,48,0.38
2638,2,3609,991,356845,0.09,18,0.55
2639,4,3610,1023,2604315,0.0,45,0.56
264,4,361,73,1163123,0.0,20,0.58
264,3,361,73,11067,0.08,19,0.38
2640,8,3611,1014,291164,0.02,37,0.65
2641,12,3612,456,3652,0.07,14,0.39
2642,10,3613,1016,107728,0.0,10,0.78
2642,9,3614,1016,6152,0.02,16,0.39
2643,6,3615,1012,111123,0.01,29,0.36
2644,11,3617,1021,994449,0.08,25,0.06
2644,8,3616,1021,645,0.05,3,0.48
2645,15,3618,567,17234,0.0,1,0.57
2646,1,3619,1024,81623,0.05,12,0.08
2647,2,3620,478,34097,0.07,33,0.58
2647,6,3621,478,13624,0.03,22,0.36
2648,3,3622,1015,2882,0.08,14,0.38
2649,11,3623,1008,471325,0.01,31,0.68
265,17,363,79,1607303,0.01,34,0.56
265,9,362,79,36577,0.07,34,0.39
265,3,362,79,22458,0.03,48,0.37
2650,13,3625,1022,11694,0.06,42,0.59
2650,13,3624,1022,9231,0.0,3,0.55
2651,8,3626,1001,127112,0.05,35,0.76
2651,16,3627,1001,585,0.0,17,0.84
2652,11,3629,1008,915009,0.01,17,0.71
2652,1,3628,1008,180921,0.04,33,0.59
2652,6,3628,1008,5372,0.01,6,0.39
2653,13,3630,997,16398,0.01,42,0.44
2653,6,3630,997,3063,0.07,34,0.38
2654,6,3631,992,4951,0.04,9,0.36
2655,15,3632,1025,55975,0.07,4,0.74
2656,17,3634,1026,194655,0.07,1,0.38
2656,2,3633,1026,161173,0.01,8,0.58
2657,4,3635,992,474793,0.09,5,0.58
2658,5,3637,1006,108266,0.08,14,0.74
2658,3,3636,1006,12098,0.0,28,0.38
2659,8,3638,1016,474464,0.04,46,0.52
2659,4,3639,1016,408255,0.01,2,0.58
2659,9,3640,1016,60713,0.01,41,0.38
2659,7,3641,1016,3422,0.07,31,0.38
266,5,364,53,3068,0.02,15,0.53
2660,2,3642,999,499803,0.09,14,0.57
2661,3,3643,1015,32311,0.0,14,0.37
2661,5,3645,1015,16375,0.0,19,0.41
2661,6,3644,1015,651,0.03,11,0.39
2662,11,3647,1007,6170912,0.04,35,0.77
2662,6,3646,1007,9093,0.02,17,0.36
2663,11,3649,991,72088,0.02,26,0.75
2663,2,3648,991,31962,0.08,8,0.06
2663,8,3648,991,26339,0.08,32,0.77
2664,3,3650,1023,10157,0.01,45,0.38
2665,8,3651,1020,10767,0.01,2,0.73
2666,4,3652,1017,2368168,0.0,30,0.39
2667,8,3653,427,3399,0.09,7,0.72
2668,3,3654,999,392825,0.04,9,0.35
2668,2,3654,999,7879,0.03,5,0.52
2669,13,3655,1014,19521,0.07,29,0.47
267,4,365,79,54077,0.07,1,0.83
2670,4,3656,994,47250905,0.01,47,0.57
2670,7,3657,994,28676,0.09,50,0.35
2671,3,3658,992,740649,0.03,4,0.36
2671,6,3659,992,35001,0.04,50,0.37
2672,3,3660,995,1808176,0.03,41,0.35
2673,1,3661,1027,2133727,0.02,49,0.58
2674,6,3662,994,1581,0.06,2,0.36
2675,5,3663,1028,80216,0.01,41,0.57
2676,8,3664,1029,33331,0.01,50,0.79
2676,13,3665,1029,5568,0.04,27,0.57
2677,12,3666,1010,5613,0.02,18,0.36
2678,9,3667,1026,9483,0.02,12,0.36
2679,13,3668,996,13042021,0.06,1,0.06
268,5,366,109,89997,0.09,27,0.55
2680,3,3669,1030,19759,0.09,31,0.37
2680,3,3997,1030,739,0.06,4,0.37
2681,13,3670,992,1061975,0.08,1,0.38
2681,13,3670,992,85645,0.03,43,0.44
2682,8,3673,1021,249324,0.03,25,0.52
2682,4,3672,1021,201178,0.07,2,0.06
2683,12,3674,1002,905,0.03,28,0.37
2684,6,3675,456,1574,0.07,25,0.37
2685,4,3676,999,617219,0.03,11,0.58
2686,4,3677,478,2738785,0.07,29,0.58
2686,5,3678,478,21742,0.09,30,0.42
2686,6,3678,478,19511,0.04,28,0.37
2686,8,3677,478,15713,0.07,20,0.74
2687,11,3679,999,3049632,0.04,14,0.66
2687,4,3680,999,1274949,0.05,41,0.55
2688,11,3681,1031,265756,0.01,18,0.07
2689,13,3682,1030,2435,0.09,44,0.51
269,4,367,52,67899275,0.08,40,0.59
2690,5,3683,1014,60698,0.05,43,0.54
2690,6,3683,1014,30162,0.09,48,0.37
2691,5,3685,997,31119,0.03,33,0.57
2692,4,3686,1026,17520965,0.01,46,0.57
2693,16,3687,1021,17422,0.03,21,0.59
2693,6,3687,1021,7681,0.0,13,0.38
2694,2,3688,995,72515,0.05,35,0.57
2695,2,3689,1023,116629,0.07,28,0.56
2696,4,3691,1006,28360505,0.01,25,0.59
2696,13,3690,1006,6278,0.04,20,0.57
2697,3,3692,456,70116,0.08,4,0.39
2698,1,3694,992,432226,0.07,26,0.85
2698,5,3693,992,181876,0.02,39,0.44
2699,11,3695,1032,125118,0.05,37,0.65
27,15,37,22,1422382,0.09,30,0.06
270,15,368,99,74829,0.02,5,0.76
2700,4,3696,999,169354,0.09,24,0.06
2701,6,3697,1024,59362,0.02,14,0.36
2701,7,3697,1024,3852,0.06,31,0.81
2702,8,3698,994,11962,0.03,37,0.79
2702,5,3699,994,9855,0.07,7,0.43
2703,4,3702,579,2597175,0.02,38,0.06
2703,6,3701,579,7581,0.06,3,0.39
2703,8,3700,579,2875,0.01,3,0.61
2704,3,3703,1033,8389,0.05,12,0.37
2705,9,3704,1010,6019,0.01,7,0.38
2705,3,3704,1010,4396,0.03,15,0.39
2706,2,3705,1006,136191,0.05,20,0.59
2707,6,3707,1025,44979,0.06,11,0.36
2707,5,3706,1025,26706,0.03,42,0.06
2708,5,3708,1007,51278,0.08,43,0.43
2709,11,3709,1025,227256,0.06,15,0.07
271,17,370,100,418182,0.01,28,0.37
271,5,369,100,252221,0.0,37,0.46
2710,17,3710,1034,833403,0.05,18,0.56
2711,2,3711,1018,151613,0.06,22,0.58
2711,11,3713,1018,109242,0.03,7,0.07
2711,8,3712,1018,61249,0.09,38,0.45
2712,8,3714,1007,56192,0.01,22,0.51
2712,6,3715,1007,36564,0.03,19,0.37
2713,4,3718,1005,16553665,0.08,31,0.56
2713,5,3716,1005,183584,0.05,16,0.69
2713,13,3717,1005,13343,0.01,48,0.54
2714,10,3719,1027,172779,0.01,32,0.61
2715,8,3720,1002,393117,0.01,42,0.46
2715,6,3721,1002,13488,0.0,24,0.04
2716,8,3722,1026,3948,0.01,23,0.79
2717,13,3723,456,13201,0.04,46,0.55
2717,6,3723,456,276,0.08,44,0.37
2718,3,3724,1010,20792,0.08,33,0.36
2719,2,3725,1022,87764,0.03,18,0.56
2719,8,3726,1022,1901,0.06,9,0.06
272,4,371,53,6808585,0.05,39,0.37
2720,11,3727,998,1032072,0.06,17,0.72
2721,6,3728,995,18432,0.0,25,0.37
2722,1,3731,1006,350833,0.04,21,0.85
2722,5,3730,1006,100895,0.04,41,0.05
2722,12,3729,1006,3401,0.0,12,0.39
