Order_Date,Order_Priority,Ord_id
2011-04-30,NOT SPECIFIED,882
2010-05-03,CRITICAL,883
2012-08-22,NOT SPECIFIED,884
2011-07-03,HIGH,885
2010-02-22,MEDIUM,886
2011-11-30,HIGH,887
2010-08-13,CRITICAL,888
2011-10-29,LOW,889
2009-11-28,CRITICAL,890
2011-08-02,CRITICAL,891
2012-11-03,HIGH,892
2011-07-21,LOW,893
2010-10-12,NOT SPECIFIED,894
2012-05-10,LOW,895
2012-02-11,LOW,896
2009-03-22,LOW,897
2011-10-22,CRITICAL,898
2009-11-04,CRITICAL,899
2009-01-02,CRITICAL,900
2012-10-28,LOW,901
2011-04-03,NOT SPECIFIED,902
2009-10-05,HIGH,903
2012-01-30,CRITICAL,904
2012-02-12,HIGH,905
2012-01-19,NOT SPECIFIED,906
2009-06-25,NOT SPECIFIED,907
2011-05-28,NOT SPECIFIED,908
2009-08-04,MEDIUM,909
2010-08-17,CRITICAL,910
2009-01-22,LOW,911
2011-03-07,HIGH,912
2010-01-31,LOW,913
2010-03-08,MEDIUM,914
2010-11-04,HIGH,915
2009-09-25,CRITICAL,916
2009-02-13,HIGH,917
2011-08-19,LOW,918
2011-03-12,HIGH,919
2012-03-28,HIGH,920
2009-09-25,NOT SPECIFIED,921
2012-08-12,CRITICAL,922
2012-01-31,LOW,923
2010-02-27,CRITICAL,924
2010-06-28,CRITICAL,925
2012-05-19,HIGH,926
2011-01-14,HIGH,927
2009-06-01,HIGH,928
2010-08-21,CRITICAL,929
2010-02-19,MEDIUM,930
2009-11-23,MEDIUM,931
2009-12-18,LOW,932
2009-07-06,NOT SPECIFIED,933
2012-07-17,NOT SPECIFIED,934
2009-06-12,LOW,935
2012-07-19,NOT SPECIFIED,936
2011-03-19,MEDIUM,937
2012-12-27,HIGH,938
2011-09-08,CRITICAL,939
2010-12-08,CRITICAL,940
2009-03-15,MEDIUM,941
2011-10-20,HIGH,942
2011-01-13,HIGH,943
2009-08-14,CRITICAL,944
2009-01-31,LOW,945
2009-08-15,CRITICAL,946
2009-07-03,HIGH,947
2009-04-08,NOT SPECIFIED,948
2012-08-18,LOW,949
2009-01-10,CRITICAL,950
2009-07-04,CRITICAL,951
2010-06-19,LOW,952
2012-12-16,NOT SPECIFIED,953
2012-09-20,NOT SPECIFIED,954
2010-03-03,LOW,955
2010-11-01,NOT SPECIFIED,956
2010-02-28,LOW,957
2011-05-07,MEDIUM,958
2012-07-10,NOT SPECIFIED,959
2011-09-29,CRITICAL,960
2010-10-25,LOW,961
2010-09-17,LOW,962
2011-11-23,HIGH,963
2012-09-13,CRITICAL,964
2012-08-03,HIGH,965
2010-11-17,NOT SPECIFIED,966
2012-08-10,LOW,967
2011-02-03,MEDIUM,968
2009-12-14,CRITICAL,969
2011-04-17,LOW,970
2009-09-06,CRITICAL,971
2012-08-16,CRITICAL,972
2010-10-12,MEDIUM,973
2011-07-13,HIGH,974
2012-12-03,CRITICAL,975
2012-07-13,NOT SPECIFIED,976
2009-02-04,LOW,977
2011-12-20,MEDIUM,978
2011-05-30,MEDIUM,979
2010-10-09,CRITICAL,980
2011-03-10,HIGH,981
2010-01-22,MEDIUM,982
2011-04-11,HIGH,983
2011-04-16,MEDIUM,984
2010-11-27,LOW,985
2010-08-09,CRITICAL,986
2010-08-26,MEDIUM,987
2011-06-07,LOW,988
2010-05-20,LOW,989
2010-12-29,MEDIUM,990
2011-09-07,CRITICAL,991
2009-09-06,CRITICAL,992
2009-02-25,NOT SPECIFIED,993
2010-01-02,CRITICAL,994
2012-05-31,CRITICAL,995
2009-05-12,MEDIUM,996
2010-10-22,NOT SPECIFIED,997
2009-06-17,LOW,998
2011-07-10,LOW,999
2009-12-11,HIGH,1000
2009-09-27,MEDIUM,1001
2011-01-26,LOW,1002
2011-02-13,CRITICAL,1003
2012-07-20,NOT SPECIFIED,1004
2010-01-18,HIGH,1005
2011-10-12,NOT SPECIFIED,1006
2010-07-29,HIGH,1007
2010-10-26,LOW,1008
2012-10-04,NOT SPECIFIED,1009
2012-08-07,HIGH,1010
2011-02-19,MEDIUM,1011
2010-09-24,CRITICAL,1012
2009-12-18,LOW,1013
2012-04-12,CRITICAL,1014
2009-06-01,CRITICAL,1015
2011-02-16,LOW,1016
2012-02-26,NOT SPECIFIED,1017
2012-07-10,MEDIUM,1018
2012-05-17,MEDIUM,1019
2009-01-22,HIGH,1020
2011-03-04,CRITICAL,1021
2011-06-22,CRITICAL,1022
2009-06-29,HIGH,1023
2012-03-27,MEDIUM,1024
2012-05-03,CRITICAL,1025
2011-11-19,LOW,1026
2010-11-13,MEDIUM,1027
2012-12-02,NOT SPECIFIED,1028
2010-10-29,HIGH,1029
2009-02-23,CRITICAL,1030
2010-05-20,NOT SPECIFIED,1031
2009-07-26,NOT SPECIFIED,1032
2012-09-05,NOT SPECIFIED,1033
2011-07-25,HIGH,1034
2011-09-08,HIGH,1035
2009-12-16,HIGH,1036
2010-08-17,CRITICAL,1037
2010-11-13,NOT SPECIFIED,1038
2010-03-23,HIGH,1039
2010-12-24,CRITICAL,1040
2010-11-21,MEDIUM,1041
2010-02-07,CRITICAL,1042
2009-05-08,HIGH,1043
2011-05-01,CRITICAL,1044
2011-05-01,LOW,1045
2009-07-29,CRITICAL,1046
2010-11-08,HIGH,1047
2012-08-30,CRITICAL,1048
2009-09-06,LOW,1049
2010-12-12,MEDIUM,1050
2012-06-02,NOT SPECIFIED,1051
2011-02-05,NOT SPECIFIED,1052
2010-12-14,NOT SPECIFIED,1053
2012-04-04,NOT SPECIFIED,1054
2010-05-30,NOT SPECIFIED,1055
2012-10-30,NOT SPECIFIED,1056
2009-12-05,LOW,1057
2010-07-22,NOT SPECIFIED,1058
2010-02-21,MEDIUM,1059
2010-12-12,HIGH,1060
2011-06-05,HIGH,1061
2010-11-21,NOT SPECIFIED,1062
2011-12-18,CRITICAL,1063
2010-04-03,CRITICAL,1064
2012-01-11,LOW,1065
2012-11-28,NOT SPECIFIED,1066
2009-05-16,CRITICAL,1067
2012-06-26,HIGH,1068
2011-08-20,NOT SPECIFIED,1069
2012-10-14,HIGH,1070
2009-08-06,HIGH,1071
2009-10-07,HIGH,1072
2012-08-03,NOT SPECIFIED,1073
2011-12-31,LOW,1074
2009-07-03,HIGH,1075
2009-07-30,LOW,1076
2009-01-10,LOW,1077
2012-11-07,HIGH,1078
2011-02-07,CRITICAL,1079
2010-08-22,MEDIUM,1080
2012-03-12,HIGH,1081
2011-11-09,MEDIUM,1082
2012-11-01,LOW,1083
2011-07-18,MEDIUM,1084
2010-09-29,NOT SPECIFIED,1085
2011-01-25,HIGH,1086
2009-06-25,NOT SPECIFIED,1087
2012-04-27,HIGH,1088
2010-11-06,LOW,1089
2009-04-26,LOW,1090
2012-11-05,LOW,1091
2010-09-05,NOT SPECIFIED,1092
2011-07-03,HIGH,1093
2009-01-12,NOT SPECIFIED,1094
2009-12-19,HIGH,1095
2011-06-14,LOW,1096
2010-11-21,LOW,1097
2009-12-06,MEDIUM,1098
2010-05-07,CRITICAL,1099
2011-02-20,CRITICAL,1100
2010-09-14,MEDIUM,1101
2011-12-04,CRITICAL,1102
2012-08-14,MEDIUM,1103
2011-08-18,NOT SPECIFIED,1104
2011-01-06,LOW,1105
2009-05-10,LOW,1106
2010-01-04,HIGH,1107
2011-05-22,LOW,1108
2012-01-24,LOW,1109
2010-07-21,HIGH,1110
2011-11-06,NOT SPECIFIED,1111
2012-07-05,NOT SPECIFIED,1112
2012-03-02,CRITICAL,1113
2011-09-16,CRITICAL,1114
2009-07-14,NOT SPECIFIED,1115
2011-10-29,HIGH,1116
2011-01-15,CRITICAL,1117
2010-10-14,CRITICAL,1118
2009-11-04,NOT SPECIFIED,1119
2009-07-02,CRITICAL,1120
2012-03-02,HIGH,1121
2011-02-04,MEDIUM,1122
2011-03-18,LOW,1123
2011-03-18,CRITICAL,1124
2010-07-24,LOW,1125
2012-10-17,HIGH,1126
2011-11-27,NOT SPECIFIED,1127
2009-03-05,MEDIUM,1128
2012-01-25,CRITICAL,1129
2010-05-08,LOW,1130
2009-09-28,MEDIUM,1131
2012-07-02,HIGH,1132
2010-10-04,MEDIUM,1133
2009-05-26,CRITICAL,1134
2010-02-20,CRITICAL,1135
2010-12-04,HIGH,1136
2010-08-05,LOW,1137
2011-12-09,MEDIUM,1138
2009-02-04,MEDIUM,1139
2012-05-28,HIGH,1140
2012-08-05,LOW,1141
2009-06-19,NOT SPECIFIED,1142
2010-03-02,MEDIUM,1143
2009-03-11,NOT SPECIFIED,1144
2011-09-07,NOT SPECIFIED,1145
2010-07-23,LOW,1146
2009-04-07,MEDIUM,1147
2012-03-23,NOT SPECIFIED,1148
2010-08-09,CRITICAL,1149
2011-06-29,MEDIUM,1150
2009-06-22,CRITICAL,1151
2012-01-21,MEDIUM,1152
2010-12-07,MEDIUM,1153
2012-09-02,NOT SPECIFIED,1154
2010-06-06,NOT SPECIFIED,1155
2010-12-14,CRITICAL,1156
2010-05-10,HIGH,1157
2011-04-12,MEDIUM,1158
2009-01-29,MEDIUM,1159
2009-12-12,HIGH,1160
2012-01-25,NOT SPECIFIED,1161
2012-06-12,LOW,1162
2009-04-06,LOW,1163
2009-04-10,NOT SPECIFIED,1164
2009-09-24,LOW,1165
2011-06-30,NOT SPECIFIED,1166
2009-01-03,CRITICAL,1167
2010-06-24,CRITICAL,1168
2012-04-22,HIGH,1169
2010-04-22,LOW,1170
2011-05-03,MEDIUM,1171
2010-12-12,NOT SPECIFIED,1172
2009-04-11,NOT SPECIFIED,1173
2011-03-15,NOT SPECIFIED,1174
2011-12-20,CRITICAL,1175
2012-03-23,LOW,1176
2011-05-14,LOW,1177
2009-06-11,HIGH,1178
2011-03-30,MEDIUM,1179
2011-04-19,MEDIUM,1180
2009-02-06,LOW,1181
2009-06-23,HIGH,1182
2011-02-05,HIGH,1183
2011-05-31,NOT SPECIFIED,1184
2012-07-05,MEDIUM,1185
2010-09-19,HIGH,1186
2012-12-20,HIGH,1187
2011-07-21,LOW,1188
2010-03-07,MEDIUM,1189
2010-07-19,NOT SPECIFIED,1190
2009-06-12,LOW,1191
2009-04-11,HIGH,1192
2012-10-13,NOT SPECIFIED,1193
2009-06-14,NOT SPECIFIED,1194
2009-02-26,CRITICAL,1195
2012-04-15,NOT SPECIFIED,1196
2010-06-20,MEDIUM,1197
2011-06-22,HIGH,1198
2012-06-24,MEDIUM,1199
2009-01-27,CRITICAL,1200
2010-02-28,LOW,1201
2012-01-30,MEDIUM,1202
2011-01-10,HIGH,1203
2009-04-28,HIGH,1204
2009-09-13,CRITICAL,1205
2011-09-27,HIGH,1206
2010-06-23,NOT SPECIFIED,1207
2010-02-22,CRITICAL,1208
2012-06-07,HIGH,1209
2010-01-21,HIGH,1210
2010-01-07,MEDIUM,1211
2012-12-01,NOT SPECIFIED,1212
2012-12-10,MEDIUM,1213
2012-11-18,LOW,1214
2012-12-15,NOT SPECIFIED,1215
2012-10-27,LOW,1216
2012-07-11,NOT SPECIFIED,1217
2012-07-09,HIGH,1218
2011-04-25,CRITICAL,1219
2011-12-31,CRITICAL,1220
2009-07-17,MEDIUM,1221
2010-01-16,NOT SPECIFIED,1222
2009-07-16,HIGH,1223
2010-05-15,MEDIUM,1224
2009-11-19,HIGH,1225
2010-02-10,MEDIUM,1226
2012-10-18,CRITICAL,1227
2009-03-08,HIGH,1228
2012-10-12,LOW,1229
2010-10-09,HIGH,1230
2011-07-03,HIGH,1231
2009-12-12,HIGH,1232
2012-12-18,MEDIUM,1233
2010-10-23,LOW,1234
2009-02-14,LOW,1235
2012-01-05,HIGH,1236
2012-08-16,LOW,1237
2012-04-10,MEDIUM,1238
2009-12-06,NOT SPECIFIED,1239
2010-09-25,MEDIUM,1240
2009-01-09,NOT SPECIFIED,1241
2012-10-19,NOT SPECIFIED,1242
2011-04-06,LOW,1243
2011-01-11,HIGH,1244
2012-08-28,HIGH,1245
2011-04-22,MEDIUM,1246
2009-06-10,NOT SPECIFIED,1247
2011-04-26,LOW,1248
2012-03-14,NOT SPECIFIED,1249
2011-06-29,LOW,1250
2009-01-05,CRITICAL,1251
2010-03-08,CRITICAL,1252
2011-01-18,HIGH,1253
2009-04-27,NOT SPECIFIED,1254
2011-10-05,MEDIUM,1255
2009-01-07,HIGH,1256
2010-09-25,LOW,1257
2012-04-29,HIGH,1258
2010-08-24,HIGH,1259
2009-03-16,MEDIUM,1260
2010-04-15,MEDIUM,1261
2010-02-20,CRITICAL,1262
2010-12-22,NOT SPECIFIED,1263
2010-03-30,LOW,1264
2010-09-29,MEDIUM,1265
2009-06-11,CRITICAL,1266
2009-06-21,NOT SPECIFIED,1267
2009-10-04,MEDIUM,1268
2012-01-19,CRITICAL,1269
2012-02-27,HIGH,1270
2012-07-12,MEDIUM,1271
2012-06-01,LOW,1272
2010-03-14,MEDIUM,1273
2010-02-02,LOW,1274
2012-05-12,LOW,1275
2012-03-15,NOT SPECIFIED,1276
2012-05-12,NOT SPECIFIED,1277
2010-01-02,LOW,1278
2009-08-17,MEDIUM,1279
2012-08-17,LOW,1280
2012-09-28,HIGH,1281
2012-03-20,HIGH,1282
2010-06-26,MEDIUM,1283
2009-08-09,NOT SPECIFIED,1284
2010-06-16,LOW,1285
2009-10-21,NOT SPECIFIED,1286
2010-12-21,LOW,1287
2009-03-28,HIGH,1288
2011-04-02,NOT SPECIFIED,1289
2009-12-21,HIGH,1290
2010-02-14,MEDIUM,1291
2011-09-25,HIGH,1292
2010-12-08,HIGH,1293
2010-10-19,LOW,1294
2010-12-30,NOT SPECIFIED,1295
2012-06-08,MEDIUM,1296
2011-09-15,HIGH,1297
2009-03-23,HIGH,1298
2010-03-25,MEDIUM,1299
2009-01-17,MEDIUM,1300
2012-07-14,NOT SPECIFIED,1301
2009-12-27,NOT SPECIFIED,1302
2011-10-22,HIGH,1303
2011-03-17,CRITICAL,1304
2010-10-26,CRITICAL,1305
2009-06-13,LOW,1306
2011-07-19,HIGH,1307
2010-01-22,HIGH,1308
2009-11-21,HIGH,1309
2011-10-07,NOT SPECIFIED,1310
2010-03-08,CRITICAL,1311
2009-04-19,LOW,1312
2012-02-19,CRITICAL,1313
2011-06-17,NOT SPECIFIED,1314
2012-05-18,HIGH,1315
2009-12-14,LOW,1316
2012-03-14,CRITICAL,1317
2011-09-12,MEDIUM,1318
2010-10-21,LOW,1319
2012-04-29,LOW,1320
2012-03-11,LOW,1321
2011-11-14,LOW,1322
2011-03-16,LOW,1323
2011-09-22,HIGH,1324
2009-11-22,HIGH,1325
2010-09-28,LOW,1326
2011-10-06,NOT SPECIFIED,1327
2009-09-29,NOT SPECIFIED,1328
2009-12-28,HIGH,1329
2010-03-30,LOW,1330
2011-04-11,MEDIUM,1331
2009-06-03,MEDIUM,1332
2010-01-28,LOW,1333
2011-03-17,CRITICAL,1334
2012-01-05,HIGH,1335
2009-05-24,NOT SPECIFIED,1336
2010-05-16,NOT SPECIFIED,1337
2009-12-01,LOW,1338
2011-05-01,HIGH,1339
2011-07-01,CRITICAL,1340
2012-05-20,NOT SPECIFIED,1341
2009-11-02,LOW,1342
2009-03-01,HIGH,1343
2012-08-15,MEDIUM,1344
2009-01-04,CRITICAL,1345
2009-10-13,CRITICAL,1346
2010-06-05,MEDIUM,1347
2012-02-23,CRITICAL,1348
2012-10-31,CRITICAL,1349
2009-04-23,LOW,1350
2009-08-16,MEDIUM,1351
2009-11-24,CRITICAL,1352
2010-01-10,MEDIUM,1353
2009-09-16,HIGH,1354
2010-10-23,LOW,1355
2009-12-20,CRITICAL,1356
2011-06-22,CRITICAL,1357
2010-08-17,LOW,1358
2010-04-20,MEDIUM,1359
2010-02-24,NOT SPECIFIED,1360
2011-12-09,NOT SPECIFIED,1361
2010-12-12,LOW,1362
2009-11-30,LOW,1363
2011-07-06,HIGH,1364
2012-06-11,LOW,1365
2010-03-08,LOW,1366
2009-04-08,CRITICAL,1367
2012-12-02,MEDIUM,1368
2011-07-18,NOT SPECIFIED,1369
2009-07-22,MEDIUM,1370
2009-11-15,MEDIUM,1371
2012-06-15,NOT SPECIFIED,1372
2010-10-13,NOT SPECIFIED,1373
2009-12-04,HIGH,1374
2012-04-03,NOT SPECIFIED,1375
2009-05-21,MEDIUM,1376
2010-08-11,HIGH,1377
2012-04-27,HIGH,1378
2010-02-20,NOT SPECIFIED,1379
2009-08-14,NOT SPECIFIED,1380
2010-03-07,NOT SPECIFIED,1381
2009-02-12,NOT SPECIFIED,1382
2011-09-10,HIGH,1383
2009-01-10,CRITICAL,1384
2011-01-09,CRITICAL,1385
2012-09-05,HIGH,1386
2009-02-12,LOW,1387
2010-02-10,MEDIUM,1388
2011-08-09,NOT SPECIFIED,1389
2010-07-20,HIGH,1390
2011-01-19,HIGH,1391
2011-07-23,CRITICAL,1392
2009-10-20,HIGH,1393
2011-04-08,NOT SPECIFIED,1394
2011-06-10,MEDIUM,1395
2012-02-05,NOT SPECIFIED,1396
2010-12-24,HIGH,1397
2009-09-28,HIGH,1398
2012-03-10,HIGH,1399
2009-10-13,MEDIUM,1400
2012-10-30,CRITICAL,1401
2012-03-12,HIGH,1402
2012-09-23,HIGH,1403
2011-04-29,NOT SPECIFIED,1404
2011-05-20,NOT SPECIFIED,1405
2011-10-28,LOW,1406
2012-07-21,HIGH,1407
2009-11-25,MEDIUM,1408
2012-07-12,LOW,1409
2010-01-13,NOT SPECIFIED,1410
2010-08-05,CRITICAL,1411
2012-04-05,NOT SPECIFIED,1412
2012-03-16,NOT SPECIFIED,1413
2009-11-02,LOW,1414
2011-04-10,MEDIUM,1415
2009-01-07,MEDIUM,1416
2012-10-29,CRITICAL,1417
2009-11-06,NOT SPECIFIED,1418
2012-09-08,LOW,1419
2009-08-12,MEDIUM,1420
2009-07-31,MEDIUM,1421
2009-09-18,MEDIUM,1422
2012-12-25,MEDIUM,1423
2012-09-11,NOT SPECIFIED,1424
2010-08-13,MEDIUM,1425
2009-09-29,LOW,1426
2012-10-18,LOW,1427
2011-03-12,LOW,1428
2011-05-24,CRITICAL,1429
2009-05-20,MEDIUM,1430
2011-03-10,MEDIUM,1431
2009-05-18,NOT SPECIFIED,1432
2009-08-11,HIGH,1433
2010-09-11,NOT SPECIFIED,1434
2012-06-07,CRITICAL,1435
2011-02-26,NOT SPECIFIED,1436
2012-01-12,CRITICAL,1437
2012-04-01,MEDIUM,1438
2011-02-07,LOW,1439
2011-10-24,CRITICAL,1440
2010-07-29,MEDIUM,1441
2011-10-07,LOW,1442
2012-05-06,HIGH,1443
2012-03-28,HIGH,1444
2012-08-29,CRITICAL,1445
2011-02-14,NOT SPECIFIED,1446
2010-04-06,MEDIUM,1447
2011-12-21,LOW,1448
2009-10-09,CRITICAL,1449
2011-07-30,HIGH,1450
2011-02-16,CRITICAL,1451
2012-09-05,NOT SPECIFIED,1452
2012-08-10,HIGH,1453
2012-11-09,NOT SPECIFIED,1454
2009-11-21,CRITICAL,1455
2010-01-22,LOW,1456
2010-07-30,HIGH,1457
2010-02-03,LOW,1458
2011-06-11,CRITICAL,1459
2012-03-26,CRITICAL,1460
2012-11-18,HIGH,1461
2010-04-09,HIGH,1462
2010-09-30,LOW,1463
2011-01-27,HIGH,1464
2011-12-18,MEDIUM,1465
2011-01-25,LOW,1466
2010-09-17,CRITICAL,1467
2012-12-30,LOW,1468
2012-07-09,HIGH,1469
2011-04-22,NOT SPECIFIED,1470
2012-04-17,MEDIUM,1471
2011-06-16,HIGH,1472
2011-07-04,LOW,1473
2009-07-30,NOT SPECIFIED,1474
2011-04-12,NOT SPECIFIED,1475
2012-03-20,NOT SPECIFIED,1476
2012-12-19,MEDIUM,1477
2009-03-15,HIGH,1478
2010-11-22,HIGH,1479
2010-03-15,CRITICAL,1480
2010-03-02,HIGH,1481
2011-09-15,MEDIUM,1482
2010-11-24,MEDIUM,1483
2010-09-14,HIGH,1484
2011-08-07,HIGH,1485
2011-04-02,MEDIUM,1486
2009-08-24,MEDIUM,1487
2010-07-21,LOW,1488
2009-04-10,NOT SPECIFIED,1489
2009-09-17,CRITICAL,1490
2012-04-06,HIGH,1491
2010-02-22,HIGH,1492
2012-09-19,LOW,1493
2010-03-22,CRITICAL,1494
2010-10-20,MEDIUM,1495
2010-03-21,MEDIUM,1496
2012-07-07,LOW,1497
2011-04-09,CRITICAL,1498
2011-02-07,CRITICAL,1499
2010-10-18,LOW,1500
2010-08-04,LOW,1501
2012-03-08,LOW,1502
2012-11-11,HIGH,1503
2009-06-29,MEDIUM,1504
2009-02-16,LOW,1505
2010-12-27,CRITICAL,1506
2010-11-25,HIGH,1507
2009-11-25,MEDIUM,1508
2012-08-19,HIGH,1509
2009-03-24,NOT SPECIFIED,1510
2012-03-29,MEDIUM,1511
2011-12-16,MEDIUM,1512
2010-08-27,CRITICAL,1513
2011-12-10,HIGH,1514
2012-10-19,HIGH,1515
2011-10-28,NOT SPECIFIED,1516
2012-02-13,NOT SPECIFIED,1517
2010-09-29,LOW,1518
2010-11-18,MEDIUM,1519
2009-11-09,HIGH,1520
2009-10-23,MEDIUM,1521
2010-08-14,HIGH,1522
2011-10-18,HIGH,1523
2012-09-24,NOT SPECIFIED,1524
2011-03-04,MEDIUM,1525
2010-05-25,HIGH,1526
2010-08-13,MEDIUM,1527
2010-09-10,MEDIUM,1528
2009-04-05,HIGH,1529
2012-01-28,CRITICAL,1530
2009-02-23,CRITICAL,1531
2011-08-30,CRITICAL,1532
2010-12-19,CRITICAL,1533
2010-03-24,LOW,1534
2012-05-25,LOW,1535
2009-12-12,MEDIUM,1536
2010-11-30,HIGH,1537
2011-05-04,MEDIUM,1538
2010-02-15,CRITICAL,1539
2011-04-20,LOW,1540
2010-07-14,CRITICAL,1541
2012-02-15,LOW,1542
2009-09-14,NOT SPECIFIED,1543
2009-09-12,NOT SPECIFIED,1544
2012-05-08,CRITICAL,1545
2009-05-05,LOW,1546
2011-04-17,CRITICAL,1547
2009-05-21,MEDIUM,1548
2010-06-25,LOW,1549
2012-10-26,LOW,1550
2010-07-17,CRITICAL,1551
2012-05-14,HIGH,1552
2009-06-13,LOW,1553
2012-09-04,LOW,1554
2010-06-27,HIGH,1555
2009-04-09,LOW,1556
2011-02-24,MEDIUM,1557
2011-02-18,HIGH,1558
2009-08-17,HIGH,1559
2012-07-07,LOW,1560
2010-02-21,NOT SPECIFIED,1561
2010-09-30,LOW,1562
2009-09-12,CRITICAL,1563
2009-07-04,MEDIUM,1564
2012-01-31,NOT SPECIFIED,1565
2011-10-09,LOW,1566
2012-02-02,MEDIUM,1567
2009-02-10,MEDIUM,1568
2011-05-22,HIGH,1569
2009-09-24,MEDIUM,1570
2011-01-10,LOW,1571
2010-07-22,HIGH,1572
2012-04-26,NOT SPECIFIED,1573
2010-12-21,MEDIUM,1574
2011-10-03,LOW,1575
2010-02-16,LOW,1576
2012-10-06,NOT SPECIFIED,1577
2009-04-10,CRITICAL,1578
2010-03-09,CRITICAL,1579
2009-07-30,HIGH,1580
2011-12-07,CRITICAL,1581
2009-01-20,HIGH,1582
2010-05-14,MEDIUM,1583
2012-04-09,MEDIUM,1584
2010-12-03,NOT SPECIFIED,1585
2011-03-13,HIGH,1586
2010-06-14,LOW,1587
2010-05-09,MEDIUM,1588
2010-06-17,LOW,1589
2010-02-09,MEDIUM,1590
2011-05-03,LOW,1591
2012-12-24,CRITICAL,1592
2012-05-28,CRITICAL,1593
2010-11-19,HIGH,1594
2009-02-11,CRITICAL,1595
2012-11-13,HIGH,1596
2009-12-06,NOT SPECIFIED,1597
2011-02-14,LOW,1598
2011-02-06,MEDIUM,1599
2010-04-01,CRITICAL,1600
2012-02-21,MEDIUM,1601
2009-12-06,MEDIUM,1602
2012-06-27,LOW,1603
2009-05-22,LOW,1604
2010-03-05,HIGH,1605
2009-06-18,LOW,1606
2012-05-07,MEDIUM,1607
2012-04-01,NOT SPECIFIED,1608
2011-07-17,LOW,1609
2012-01-26,MEDIUM,1610
2010-11-27,NOT SPECIFIED,1611
2009-03-28,NOT SPECIFIED,1612
2012-12-03,LOW,1613
2010-02-01,HIGH,1614
2009-11-25,MEDIUM,1615
2012-09-03,CRITICAL,1616
2009-03-29,NOT SPECIFIED,1617
2010-03-17,LOW,1618
2009-01-04,HIGH,1619
2011-05-25,CRITICAL,1620
2011-05-20,MEDIUM,1621
2011-09-07,NOT SPECIFIED,1622
2009-07-21,LOW,1623
2011-12-17,CRITICAL,1624
2012-11-08,HIGH,1625
2010-06-09,LOW,1626
2012-03-04,LOW,1627
2012-12-21,NOT SPECIFIED,1628
2009-02-27,HIGH,1629
2010-03-10,MEDIUM,1630
2010-09-12,MEDIUM,1631
2010-03-24,LOW,1632
2011-11-01,NOT SPECIFIED,1633
2010-11-04,NOT SPECIFIED,1634
2009-12-12,HIGH,1635
2011-06-14,LOW,1636
2012-03-07,LOW,1637
2011-09-23,NOT SPECIFIED,1638
2010-10-22,HIGH,1639
2012-04-25,NOT SPECIFIED,1640
2009-08-18,MEDIUM,1641
2009-04-02,CRITICAL,1642
2012-05-24,CRITICAL,1643
2009-07-04,MEDIUM,1644
2011-03-17,HIGH,1645
2012-06-16,MEDIUM,1646
2012-04-15,CRITICAL,1647
2011-03-24,MEDIUM,1648
2012-05-02,LOW,1649
2011-12-04,HIGH,1650
2010-10-04,CRITICAL,1651
2009-09-19,CRITICAL,1652
2009-12-07,CRITICAL,1653
2011-08-28,CRITICAL,1654
2012-03-20,LOW,1655
2010-01-22,MEDIUM,1656
2012-10-22,HIGH,1657
2009-03-22,NOT SPECIFIED,1658
2009-02-16,MEDIUM,1659
2009-07-04,LOW,1660
2011-11-25,LOW,1661
2010-05-11,NOT SPECIFIED,1662
2010-05-01,CRITICAL,1663
2009-01-05,CRITICAL,1664
2009-03-23,MEDIUM,1665
2009-03-24,MEDIUM,1666
2010-01-03,NOT SPECIFIED,1667
2009-07-26,LOW,1668
2011-01-04,HIGH,1669
2012-02-01,HIGH,1670
2010-10-27,MEDIUM,1671
2011-08-22,MEDIUM,1672
2010-06-07,LOW,1673
2012-05-13,CRITICAL,1674
2012-05-26,MEDIUM,1675
2012-02-26,LOW,1676
2011-10-07,LOW,1677
2012-04-11,MEDIUM,1678
2012-12-10,CRITICAL,1679
2009-12-22,LOW,1680
2012-04-30,NOT SPECIFIED,1681
2011-07-15,MEDIUM,1682
2009-02-12,MEDIUM,1683
2012-12-27,HIGH,1684
2011-08-19,NOT SPECIFIED,1685
2011-02-06,CRITICAL,1686
2012-09-13,NOT SPECIFIED,1687
2010-11-18,HIGH,1688
2010-07-25,LOW,1689
2012-07-29,LOW,1690
2009-07-21,NOT SPECIFIED,1691
2010-12-09,NOT SPECIFIED,1692
2011-02-20,HIGH,1693
2009-12-13,CRITICAL,1694
2012-04-24,HIGH,1695
2012-02-23,LOW,1696
2012-01-22,NOT SPECIFIED,1697
2011-09-04,CRITICAL,1698
2011-11-22,MEDIUM,1699
2009-12-23,HIGH,1700
2011-10-23,NOT SPECIFIED,1701
2009-03-01,LOW,1702
2012-08-06,HIGH,1703
2009-11-22,MEDIUM,1704
2011-11-10,NOT SPECIFIED,1705
2009-01-27,NOT SPECIFIED,1706
2010-11-20,HIGH,1707
2012-01-09,HIGH,1708
2009-03-18,CRITICAL,1709
2011-04-13,CRITICAL,1710
2012-07-21,LOW,1711
2012-07-15,NOT SPECIFIED,1712
2009-10-10,HIGH,1713
2012-05-22,LOW,1714
2009-05-23,NOT SPECIFIED,1715
2009-04-16,CRITICAL,1716
2009-12-26,NOT SPECIFIED,1717
2010-10-09,NOT SPECIFIED,1718
2010-02-09,CRITICAL,1719
2011-11-26,LOW,1720
2011-05-04,CRITICAL,1721
2010-06-03,NOT SPECIFIED,1722
2009-08-28,MEDIUM,1723
2009-10-13,HIGH,1724
